0,2016-01-01
0,2016-01-02
0,2016-01-03
0,2016-01-04
0,2016-01-05
0,2016-01-06
0,2016-01-07
0,2016-01-08
0,2016-01-09
0,2016-01-10
0,2016-01-11
0,2016-01-12
0,2016-01-13
0,2016-01-14
-0.927048172804531,2016-01-15
-0.927048172804531,2016-01-16
-0.927048172804531,2016-01-17
-0.927048172804531,2016-01-18
-0.927048172804531,2016-01-19
-0.927048172804531,2016-01-20
-0.927048172804531,2016-01-21
-0.927048172804531,2016-01-22
-0.927048172804531,2016-01-23
-0.927048172804531,2016-01-24
-0.927048172804531,2016-01-25
-0.927048172804531,2016-01-26
1.31059102539437,2016-01-27
1.31059102539437,2016-01-28
1.31059102539437,2016-01-29
1.31059102539437,2016-01-30
1.31059102539437,2016-01-31
1.31059102539437,2016-02-01
1.31059102539437,2016-02-02
1.31059102539437,2016-02-03
1.31059102539437,2016-02-04
-1.74740177599158,2016-02-05
-1.74740177599158,2016-02-06
-1.74740177599158,2016-02-07
-1.74740177599158,2016-02-08
-1.74740177599158,2016-02-09
-1.74740177599158,2016-02-10
-1.74740177599158,2016-02-11
-1.74740177599158,2016-02-12
-1.74740177599158,2016-02-13
-1.74740177599158,2016-02-14
-1.74740177599158,2016-02-15
-1.74740177599158,2016-02-16
-1.74740177599158,2016-02-17
-1.74740177599158,2016-02-18
-1.74740177599158,2016-02-19
-1.74740177599158,2016-02-20
-1.74740177599158,2016-02-21
-1.74740177599158,2016-02-22
-1.74740177599158,2016-02-23
-1.74740177599158,2016-02-24
-1.74740177599158,2016-02-25
-1.74740177599158,2016-02-26
-1.74740177599158,2016-02-27
-1.74740177599158,2016-02-28
-1.74740177599158,2016-02-29
-1.74740177599158,2016-03-01
-1.74740177599158,2016-03-02
-1.74740177599158,2016-03-03
-1.74740177599158,2016-03-04
-1.74740177599158,2016-03-05
0.787785639271382,2016-03-06
2.20262884661812,2016-03-07
2.20262884661812,2016-03-08
2.20262884661812,2016-03-09
2.20262884661812,2016-03-10
2.20262884661812,2016-03-11
2.20262884661812,2016-03-12
2.20262884661812,2016-03-13
2.20262884661812,2016-03-14
2.20262884661812,2016-03-15
2.20262884661812,2016-03-16
2.20262884661812,2016-03-17
2.20262884661812,2016-03-18
2.20262884661812,2016-03-19
2.20262884661812,2016-03-20
2.20262884661812,2016-03-21
2.20262884661812,2016-03-22
2.20262884661812,2016-03-23
2.20262884661812,2016-03-24
2.20262884661812,2016-03-25
2.20262884661812,2016-03-26
2.20262884661812,2016-03-27
2.20262884661812,2016-03-28
2.20262884661812,2016-03-29
2.20262884661812,2016-03-30
2.20262884661812,2016-03-31
2.20262884661812,2016-04-01
2.20262884661812,2016-04-02
2.20262884661812,2016-04-03
