9239.1875,2016-01-01
8858.0625,2016-01-02
8228.125,2016-01-03
7739.55208587646,2016-01-04
7698.07291412353,2016-01-05
8694.33333587646,2016-01-06
9979.80207824707,2016-01-07
17199.4166564941,2016-01-08
25331.8125,2016-01-09
27229.1875,2016-01-10
22625.661453247,2016-01-11
18828.427078247,2016-01-12
17937.692703247,2016-01-13
16426.265625,2016-01-14
15126.8041050025,2016-01-15
17418.2572300025,2016-01-16
22759.5124332496,2016-01-17
26726.5020267554,2016-01-18
30877.5801212378,2016-01-19
39341.8040592261,2016-01-20
43236.9446842261,2016-01-21
47059.3718082496,2016-01-22
51392.3978092261,2016-01-23
52462.0228092261,2016-01-24
52084.923932273,2016-01-25
51011.9186832496,2016-01-26
50545.3769962378,2016-01-27
48065.5697452613,2016-01-28
42206.4030582496,2016-01-29
38343.2726750809,2016-01-30
34615.3299870926,2016-01-31
47064.861206575,2016-02-01
48246.3716435867,2016-02-02
46141.2140549811,2016-02-03
36918.8046091817,2016-02-04
30788.0389231464,2016-02-05
25953.6743601582,2016-02-06
22587.9399851582,2016-02-07
19914.7837351582,2016-02-08
17774.4660319111,2016-02-09
16284.6795634052,2016-02-10
16303.7160319111,2016-02-11
16061.2941569111,2016-02-12
15391.1899851582,2016-02-13
14995.3878992817,2016-02-14
14837.0675905964,2016-02-15
14294.7759226582,2016-02-16
13433.0701960346,2016-02-17
12243.3358210346,2016-02-18
13534.0979746601,2016-02-19
14246.6596049091,2016-02-20
14762.1769617817,2016-02-21
15450.1866167805,2016-02-22
15650.4967402241,2016-02-23
17500.5793131611,2016-02-24
18315.4938029072,2016-02-25
17112.7976206562,2016-02-26
15627.3878992817,2016-02-27
14569.8878992817,2016-02-28
13667.5024851582,2016-02-29
12961.9191492817,2016-03-01
12100.1691492817,2016-03-02
11265.3149851582,2016-03-03
11065.1847742817,2016-03-04
11522.2003992817,2016-03-05
13688.4712351582,2016-03-06
20749.8201731464,2016-03-07
43654.6952341817,2016-03-08
58299.7784861347,2016-03-09
61847.1169871114,2016-03-10
62053.6794871114,2016-03-11
62651.637983205,2016-03-12
69200.1484812519,2016-03-13
84880.9087351582,2016-03-14
138675.553266408,2016-03-15
159350.307172658,2016-03-16
137261.408735158,2016-03-17
109845.740766408,2016-03-18
89449.8462351582,2016-03-19
75578.5229929707,2016-03-20
67885.4502390644,2016-03-21
64118.919233205,2016-03-22
63508.841108205,2016-03-23
64401.2576121113,2016-03-24
62733.841108205,2016-03-25
60357.794233205,2016-03-26
57727.216108205,2016-03-27
54945.2576121114,2016-03-28
51256.7212351582,2016-03-29
46995.5649851582,2016-03-30
42167.0753611347,2016-03-31
37333.5128611347,2016-04-01
32783.3827341817,2016-04-02
28986.4191111347,2016-04-03
25687.1899851582,2016-04-04
24003.2524851582,2016-04-05
22505.7837351582,2016-04-06
21621.0675486347,2016-04-07
20109.1249216816,2016-04-08
23404.1698282446,2016-04-09
22597.7427652563,2016-04-10
22562.5812662328,2016-04-11
23125.0552652563,2016-04-12
22398.1958902563,2016-04-13
22293.9979532446,2016-04-14
21611.0239847387,2016-04-15
21907.4979532446,2016-04-16
21450.8208597387,2016-04-17
20964.2896097387,2016-04-18
18085.2050699119,2016-04-19
17056.7363199119,2016-04-20
15778.1321634178,2016-04-21
14811.3821634178,2016-04-22
15965.1094453001,2016-04-23
16522.4844453001,2016-04-24
15909.8594453001,2016-04-25
16553.6094453001,2016-04-26
15717.5052582884,2016-04-27
14726.7396332884,2016-04-28
14130.3386017943,2016-04-29
13012.6354767943,2016-04-30
12679.1146485472,2016-05-01
11790.5625550413,2016-05-02
11184.4948517943,2016-05-03
10482.5313050413,2016-05-04
9687.92592009961,2016-05-05
10379.1863265937,2016-05-06
10951.2488342231,2016-05-07
11948.9519592231,2016-05-08
13318.4050765937,2016-05-09
14726.7488265937,2016-05-10
15498.9832092231,2016-05-11
15656.6654983467,2016-05-12
15146.3009124702,2016-05-13
14098.1394554084,2016-05-14
13752.8946624702,2016-05-15
12979.4415412849,2016-05-16
12751.3165412849,2016-05-17
12911.1082054084,2016-05-18
12677.6811233467,2016-05-19
12915.8477912849,2016-05-20
13444.6863342231,2016-05-21
14379.0457092231,2016-05-22
14925.0457054084,2016-05-23
15354.9675804084,2016-05-24
15996.8790374702,2016-05-25
16769.0248733467,2016-05-26
15719.8113342231,2016-05-27
14100.8425842231,2016-05-28
13004.6654983467,2016-05-29
12358.7488342231,2016-05-30
12258.3477912849,2016-05-31
11914.3009162849,2016-06-01
11231.3998733467,2016-06-02
10963.3217483467,2016-06-03
10936.7592483467,2016-06-04
12272.6811233467,2016-06-05
13257.4207054084,2016-06-06
13543.9467483467,2016-06-07
13972.8946643775,2016-06-08
13961.5509150928,2016-06-09
14114.5196643775,2016-06-10
14242.9519568389,2016-06-11
14059.7540393775,2016-06-12
13080.0925804084,2016-06-13
12997.1394573158,2016-06-14
13357.8946653312,2016-06-15
13274.6915393775,2016-06-16
14117.4154983467,2016-06-17
13807.0040412849,2016-06-18
14389.5300804084,2016-06-19
14401.7488323158,2016-06-20
15524.6915393775,2016-06-21
16753.5248733467,2016-06-22
16863.5352899736,2016-06-23
16927.5561233467,2016-06-24
16710.7175823158,2016-06-25
15943.4363316005,2016-06-26
15779.8269573158,2016-06-27
15785.3269567197,2016-06-28
15247.2227900928,2016-06-29
15077.6394573158,2016-06-30
17699.9311233467,2016-07-01
17641.3217483467,2016-07-02
16744.8373733467,2016-07-03
17662.2748733467,2016-07-04
17809.7592483467,2016-07-05
18239.9102874702,2016-07-06
18668.7665382331,2016-07-07
18568.8529983467,2016-07-08
18582.0977912849,2016-07-09
18443.0144554084,2016-07-10
18798.0457054084,2016-07-11
19093.5509162849,2016-07-12
19274.2904983467,2016-07-13
19235.9207092231,2016-07-14
19178.9727893775,2016-07-15
19101.421189875,2016-07-16
18926.7885147041,2016-07-17
18889.8623367256,2016-07-18
19348.0326553291,2016-07-19
19597.2227798408,2016-07-20
19573.0561233467,2016-07-21
19410.8269668525,2016-07-22
20378.6925456376,2016-07-23
20143.5623271318,2016-07-24
20411.6144206376,2016-07-25
20556.94251512,2016-07-26
20647.2290141435,2016-07-27
20543.9008586259,2016-07-28
20539.7394206376,2016-07-29
20626.8487956376,2016-07-30
20900.0987803788,2016-07-31
20717.9998271318,2016-08-01
20810.3071238847,2016-08-02
20769.2081630082,2016-08-03
20171.2688002569,2016-08-04
19897.0969271643,2016-08-05
20213.2635912878,2016-08-06
19947.4719271643,2016-08-07
20166.9563021643,2016-08-08
20163.3833842261,2016-08-09
20052.53125,2016-08-10
19864.2708358764,2016-08-11
20354.546875,2016-08-12
20416.625,2016-08-13
20541.375,2016-08-14
20320.1770820617,2016-08-15
20019.2760429382,2016-08-16
19769.1530315213,2016-08-17
20145.5965105107,2016-08-18
20055.2405324538,2016-08-19
21026.476792274,2016-08-20
21532.7008935417,2016-08-21
21868.3161029081,2016-08-22
22306.1125008859,2016-08-23
22172.5945602709,2016-08-24
22157.7404881838,2016-08-25
21737.5527185732,2016-08-26
21135.7212834949,2016-08-27
21111.6893482862,2016-08-28
20845.8522227904,2016-08-29
20773.5741518784,2016-08-30
20579.6404103191,2016-08-31
20262.8253646528,2016-09-01
20394.5860798801,2016-09-02
20109.0804203249,2016-09-03
19802.3037313928,2016-09-04
19464.3503062975,2016-09-05
19183.2147963842,2016-09-06
18852.9081248011,2016-09-07
17992.7911070026,2016-09-08
17837.2033978574,2016-09-09
18074.1372596239,2016-09-10
17888.0577154309,2016-09-11
17444.835224158,2016-09-12
17739.184356515,2016-09-13
18168.1574657138,2016-09-14
17801.5253989733,2016-09-15
17386.0104166865,2016-09-16
17231.2291669845,2016-09-17
17105.65625,2016-09-18
16683.6614589691,2016-09-19
16413.6979160308,2016-09-20
